"year","month","sunspots","sd","ts","time"
1825,6,15.4,11.2,1825.46,"1825-6-15 00:00:00"
1825,7,30.9,20.6,1825.54,"1825-7-15 00:00:00"
1825,8,25.7,18.1,1825.62,"1825-8-15 00:00:00"
1825,9,15.7,14.9,1825.71,"1825-9-15 00:00:00"
1825,10,15.6,15.1,1825.79,"1825-10-15 00:00:00"
1825,11,11.7,10.8,1825.88,"1825-11-15 00:00:00"
1825,12,22,20.1,1825.96,"1825-12-15 00:00:00"
1826,1,17.7,12.3,1826.04,"1826-1-15 00:00:00"
1826,2,18.2,10.2,1826.12,"1826-2-15 00:00:00"
1826,3,36.7,14,1826.21,"1826-3-15 00:00:00"
1826,4,24,17.2,1826.29,"1826-4-15 00:00:00"
1826,5,32.4,15.3,1826.38,"1826-5-15 00:00:00"
1826,6,37.1,20.7,1826.46,"1826-6-15 00:00:00"
1826,7,52.5,21.6,1826.54,"1826-7-15 00:00:00"
1826,8,39.6,31,1826.62,"1826-8-15 00:00:00"
1826,9,18.9,18.7,1826.71,"1826-9-15 00:00:00"
1826,10,50.6,16.3,1826.79,"1826-10-15 00:00:00"
1826,11,39.5,31.9,1826.88,"1826-11-15 00:00:00"
1826,12,68.1,37.4,1826.96,"1826-12-15 00:00:00"
1827,1,34.6,23,1827.04,"1827-1-15 00:00:00"
1827,2,47.4,23.7,1827.12,"1827-2-15 00:00:00"
1827,3,57.8,22.6,1827.21,"1827-3-15 00:00:00"
1827,4,46,15.7,1827.29,"1827-4-15 00:00:00"
1827,5,56.3,21.1,1827.38,"1827-5-15 00:00:00"
1827,6,56.7,28.1,1827.46,"1827-6-15 00:00:00"
1827,7,42.3,20.7,1827.54,"1827-7-15 00:00:00"
1827,8,53.7,17.6,1827.62,"1827-8-15 00:00:00"
1827,9,49.6,19.2,1827.71,"1827-9-15 00:00:00"
1827,10,56.1,20.5,1827.79,"1827-10-15 00:00:00"
1827,11,48.3,26.6,1827.88,"1827-11-15 00:00:00"
1827,12,46.1,17.6,1827.96,"1827-12-15 00:00:00"
1828,1,52.8,29.7,1828.04,"1828-1-15 00:00:00"
1828,2,64.4,12.2,1828.12,"1828-2-15 00:00:00"
1828,3,65,26.7,1828.21,"1828-3-15 00:00:00"
1828,4,61.1,31.3,1828.29,"1828-4-15 00:00:00"
1828,5,89.1,28.3,1828.38,"1828-5-15 00:00:00"
1828,6,98,44.2,1828.46,"1828-6-15 00:00:00"
1828,7,54.2,29.3,1828.54,"1828-7-15 00:00:00"
1828,8,76.5,25.3,1828.62,"1828-8-15 00:00:00"
1828,9,50.4,20.1,1828.71,"1828-9-15 00:00:00"
1828,10,54.7,28.7,1828.79,"1828-10-15 00:00:00"
1828,11,57,22.3,1828.88,"1828-11-15 00:00:00"
1828,12,46.9,22.8,1828.96,"1828-12-15 00:00:00"
1829,1,43,12,1829.04,"1829-1-15 00:00:00"
1829,2,49.4,22.3,1829.12,"1829-2-15 00:00:00"
1829,3,72.3,22.1,1829.21,"1829-3-15 00:00:00"
1829,4,95,28.3,1829.29,"1829-4-15 00:00:00"
1829,5,67.4,34.1,1829.38,"1829-5-15 00:00:00"
1829,6,73.9,41.8,1829.46,"1829-6-15 00:00:00"
1829,7,90.9,26.1,1829.54,"1829-7-15 00:00:00"
1829,8,77.6,30.6,1829.62,"1829-8-15 00:00:00"
1829,9,52.8,26.4,1829.71,"1829-9-15 00:00:00"
1829,10,57.2,17.5,1829.79,"1829-10-15 00:00:00"
1829,11,67.6,27.4,1829.88,"1829-11-15 00:00:00"
1829,12,56.5,22.3,1829.96,"1829-12-15 00:00:00"
1830,1,52.2,33.9,1830.04,"1830-1-15 00:00:00"
1830,2,72.1,25.4,1830.12,"1830-2-15 00:00:00"
1830,3,84.7,23.1,1830.21,"1830-3-15 00:00:00"
1830,4,106.3,30.5,1830.29,"1830-4-15 00:00:00"
1830,5,66.3,25.3,1830.38,"1830-5-15 00:00:00"
1830,6,65.1,18.8,1830.46,"1830-6-15 00:00:00"
1830,7,43.9,16.9,1830.54,"1830-7-15 00:00:00"
1830,8,50.7,24.3,1830.62,"1830-8-15 00:00:00"
1830,9,62.1,16.9,1830.71,"1830-9-15 00:00:00"
1830,10,84.4,22.6,1830.79,"1830-10-15 00:00:00"
1830,11,81.3,17.7,1830.88,"1830-11-15 00:00:00"
1830,12,82.2,17,1830.96,"1830-12-15 00:00:00"
1831,1,47.5,36.6,1831.04,"1831-1-15 00:00:00"
1831,2,50.1,32.7,1831.12,"1831-2-15 00:00:00"
1831,3,93.4,24.5,1831.21,"1831-3-15 00:00:00"
1831,4,54.5,20.8,1831.29,"1831-4-15 00:00:00"
1831,5,38.1,20.9,1831.38,"1831-5-15 00:00:00"
1831,6,33.4,21.1,1831.46,"1831-6-15 00:00:00"
1831,7,45.2,29.8,1831.54,"1831-7-15 00:00:00"
1831,8,55,23.1,1831.62,"1831-8-15 00:00:00"
1831,9,37.9,17.2,1831.71,"1831-9-15 00:00:00"
1831,10,46.3,20,1831.79,"1831-10-15 00:00:00"
1831,11,43.5,13.2,1831.88,"1831-11-15 00:00:00"
1831,12,28.9,17.5,1831.96,"1831-12-15 00:00:00"
1832,1,30.9,24.3,1832.04,"1832-1-15 00:00:00"
1832,2,55.6,22.5,1832.12,"1832-2-15 00:00:00"
1832,3,55.1,20.4,1832.21,"1832-3-15 00:00:00"
1832,4,26.9,16.5,1832.29,"1832-4-15 00:00:00"
1832,5,41.3,15.9,1832.38,"1832-5-15 00:00:00"
1832,6,26.7,10.7,1832.46,"1832-6-15 00:00:00"
1832,7,14,12.9,1832.54,"1832-7-15 00:00:00"
1832,8,8.9,10.6,1832.62,"1832-8-15 00:00:00"
1832,9,8.2,9.7,1832.71,"1832-9-15 00:00:00"
1832,10,21.1,10,1832.79,"1832-10-15 00:00:00"
1832,11,14.3,11.9,1832.88,"1832-11-15 00:00:00"
1832,12,27.5,19.9,1832.96,"1832-12-15 00:00:00"
1833,1,11.3,17.1,1833.04,"1833-1-15 00:00:00"
1833,2,15,15.9,1833.12,"1833-2-15 00:00:00"
1833,3,11.8,12.1,1833.21,"1833-3-15 00:00:00"
1833,4,2.8,6,1833.29,"1833-4-15 00:00:00"
1833,5,12.9,10.6,1833.38,"1833-5-15 00:00:00"
1833,6,1,3.8,1833.46,"1833-6-15 00:00:00"
1833,7,7,9.2,1833.54,"1833-7-15 00:00:00"
1833,8,5.7,9,1833.62,"1833-8-15 00:00:00"
1833,9,11.6,17.2,1833.71,"1833-9-15 00:00:00"
1833,10,7.5,11.4,1833.79,"1833-10-15 00:00:00"
1833,11,5.9,7.2,1833.88,"1833-11-15 00:00:00"
1833,12,9.9,8.1,1833.96,"1833-12-15 00:00:00"
1834,1,4.9,8.7,1834.04,"1834-1-15 00:00:00"
1834,2,18.1,12.9,1834.12,"1834-2-15 00:00:00"
1834,3,3.9,8.4,1834.21,"1834-3-15 00:00:00"
1834,4,1.4,5.1,1834.29,"1834-4-15 00:00:00"
1834,5,8.8,9.9,1834.38,"1834-5-15 00:00:00"
1834,6,7.8,8.8,1834.46,"1834-6-15 00:00:00"
1834,7,8.7,10.9,1834.54,"1834-7-15 00:00:00"
1834,8,4,7.2,1834.62,"1834-8-15 00:00:00"
1834,9,11.5,7.8,1834.71,"1834-9-15 00:00:00"
1834,10,24.8,19.8,1834.79,"1834-10-15 00:00:00"
1834,11,30.5,28.7,1834.88,"1834-11-15 00:00:00"
1834,12,34.5,25.8,1834.96,"1834-12-15 00:00:00"
1835,1,7.5,11,1835.04,"1835-1-15 00:00:00"
1835,2,24.5,12,1835.12,"1835-2-15 00:00:00"
1835,3,19.7,14.6,1835.21,"1835-3-15 00:00:00"
1835,4,61.5,19,1835.29,"1835-4-15 00:00:00"
1835,5,43.6,32,1835.38,"1835-5-15 00:00:00"
1835,6,33.2,14.4,1835.46,"1835-6-15 00:00:00"
1835,7,59.8,23.1,1835.54,"1835-7-15 00:00:00"
1835,8,59,5.7,1835.62,"1835-8-15 00:00:00"
1835,9,100.8,26,1835.71,"1835-9-15 00:00:00"
1835,10,95.2,44.8,1835.79,"1835-10-15 00:00:00"
1835,11,100,33,1835.88,"1835-11-15 00:00:00"
1835,12,77.5,29.6,1835.96,"1835-12-15 00:00:00"
1836,1,88.6,27.1,1836.04,"1836-1-15 00:00:00"
1836,2,107.6,34,1836.12,"1836-2-15 00:00:00"
1836,3,98.2,42.4,1836.21,"1836-3-15 00:00:00"
1836,4,142.9,30.2,1836.29,"1836-4-15 00:00:00"
1836,5,111.4,22.1,1836.38,"1836-5-15 00:00:00"
1836,6,124.7,33.8,1836.46,"1836-6-15 00:00:00"
1836,7,116.7,35.1,1836.54,"1836-7-15 00:00:00"
1836,8,107.8,26.2,1836.62,"1836-8-15 00:00:00"
1836,9,95.1,45,1836.71,"1836-9-15 00:00:00"
1836,10,137.4,70.7,1836.79,"1836-10-15 00:00:00"
1836,11,120.9,39.7,1836.88,"1836-11-15 00:00:00"
1836,12,206.3,10.8,1836.96,"1836-12-15 00:00:00"
1837,1,188,36,1837.04,"1837-1-15 00:00:00"
1837,2,175.6,47.7,1837.12,"1837-2-15 00:00:00"
1837,3,134.6,18,1837.21,"1837-3-15 00:00:00"
1837,4,138.2,39,1837.29,"1837-4-15 00:00:00"
1837,5,111.7,37.7,1837.38,"1837-5-15 00:00:00"
1837,6,158,34.5,1837.46,"1837-6-15 00:00:00"
1837,7,162.8,35.5,1837.54,"1837-7-15 00:00:00"
1837,8,134,27.6,1837.62,"1837-8-15 00:00:00"
1837,9,96.3,22.8,1837.71,"1837-9-15 00:00:00"
1837,10,123.7,36.3,1837.79,"1837-10-15 00:00:00"
1837,11,107,36.2,1837.88,"1837-11-15 00:00:00"
1837,12,129.8,53.8,1837.96,"1837-12-15 00:00:00"
1838,1,144.9,71.2,1838.04,"1838-1-15 00:00:00"
1838,2,84.8,45.7,1838.12,"1838-2-15 00:00:00"
1838,3,140.8,46.9,1838.21,"1838-3-15 00:00:00"
1838,4,126.6,44.2,1838.29,"1838-4-15 00:00:00"
1838,5,137.6,20.7,1838.38,"1838-5-15 00:00:00"
1838,6,94.5,32.3,1838.46,"1838-6-15 00:00:00"
1838,7,108.2,26.8,1838.54,"1838-7-15 00:00:00"
1838,8,78.8,26.9,1838.62,"1838-8-15 00:00:00"
1838,9,73.6,34.2,1838.71,"1838-9-15 00:00:00"
1838,10,90.8,30.6,1838.79,"1838-10-15 00:00:00"
1838,11,77.4,25.3,1838.88,"1838-11-15 00:00:00"
1838,12,79.8,30.5,1838.96,"1838-12-15 00:00:00"
1839,1,105.6,39.4,1839.04,"1839-1-15 00:00:00"
1839,2,102.5,21,1839.12,"1839-2-15 00:00:00"
1839,3,77.7,35.4,1839.21,"1839-3-15 00:00:00"
1839,4,61.8,12.3,1839.29,"1839-4-15 00:00:00"
1839,5,53.8,14,1839.38,"1839-5-15 00:00:00"
1839,6,54.7,15.9,1839.46,"1839-6-15 00:00:00"
1839,7,84.8,40.9,1839.54,"1839-7-15 00:00:00"
1839,8,131.2,34.7,1839.62,"1839-8-15 00:00:00"
1839,9,132.7,48,1839.71,"1839-9-15 00:00:00"
1839,10,90.9,35.8,1839.79,"1839-10-15 00:00:00"
1839,11,68.8,34.5,1839.88,"1839-11-15 00:00:00"
1839,12,63.7,35.8,1839.96,"1839-12-15 00:00:00"
1840,1,81.2,26.9,1840.04,"1840-1-15 00:00:00"
1840,2,87.7,43,1840.12,"1840-2-15 00:00:00"
1840,3,67.8,26.6,1840.21,"1840-3-15 00:00:00"
1840,4,65.9,39.6,1840.29,"1840-4-15 00:00:00"
1840,5,69.2,24.6,1840.38,"1840-5-15 00:00:00"
1840,6,48.5,13.1,1840.46,"1840-6-15 00:00:00"
1840,7,60.7,25.6,1840.54,"1840-7-15 00:00:00"
1840,8,57.8,19.4,1840.62,"1840-8-15 00:00:00"
1840,9,74,30.7,1840.71,"1840-9-15 00:00:00"
1840,10,55.1,27.7,1840.79,"1840-10-15 00:00:00"
1840,11,54.3,20.2,1840.88,"1840-11-15 00:00:00"
1840,12,53.7,18.8,1840.96,"1840-12-15 00:00:00"
1841,1,24.1,22.7,1841.04,"1841-1-15 00:00:00"
1841,2,29.9,16.4,1841.12,"1841-2-15 00:00:00"
1841,3,29.7,21.4,1841.21,"1841-3-15 00:00:00"
1841,4,40.2,17.4,1841.29,"1841-4-15 00:00:00"
1841,5,67.5,16.2,1841.38,"1841-5-15 00:00:00"
1841,6,55.7,13.4,1841.46,"1841-6-15 00:00:00"
1841,7,30.9,19.7,1841.54,"1841-7-15 00:00:00"
1841,8,39.3,16.4,1841.62,"1841-8-15 00:00:00"
1841,9,36.5,21,1841.71,"1841-9-15 00:00:00"
1841,10,28.5,16.9,1841.79,"1841-10-15 00:00:00"
1841,11,19.8,10.6,1841.88,"1841-11-15 00:00:00"
1841,12,38.8,27.4,1841.96,"1841-12-15 00:00:00"
1842,1,20.4,21.6,1842.04,"1842-1-15 00:00:00"
1842,2,22.1,18.5,1842.12,"1842-2-15 00:00:00"
1842,3,21.7,21.8,1842.21,"1842-3-15 00:00:00"
1842,4,26.9,18,1842.29,"1842-4-15 00:00:00"
1842,5,24.9,21.2,1842.38,"1842-5-15 00:00:00"
1842,6,20.5,8.3,1842.46,"1842-6-15 00:00:00"
1842,7,12.6,16,1842.54,"1842-7-15 00:00:00"
1842,8,26.6,12.6,1842.62,"1842-8-15 00:00:00"
1842,9,18.4,12.5,1842.71,"1842-9-15 00:00:00"
1842,10,38.1,12.7,1842.79,"1842-10-15 00:00:00"
1842,11,40.5,18.9,1842.88,"1842-11-15 00:00:00"
1842,12,17.6,12.3,1842.96,"1842-12-15 00:00:00"
1843,1,13.3,13.4,1843.04,"1843-1-15 00:00:00"
1843,2,3.5,6.1,1843.12,"1843-2-15 00:00:00"
1843,3,8.3,11.7,1843.21,"1843-3-15 00:00:00"
1843,4,9.5,10.2,1843.29,"1843-4-15 00:00:00"
1843,5,21.1,17.7,1843.38,"1843-5-15 00:00:00"
1843,6,10.5,10,1843.46,"1843-6-15 00:00:00"
1843,7,9.5,9.9,1843.54,"1843-7-15 00:00:00"
1843,8,11.8,12.3,1843.62,"1843-8-15 00:00:00"
1843,9,4.2,7.1,1843.71,"1843-9-15 00:00:00"
1843,10,5.3,9,1843.79,"1843-10-15 00:00:00"
1843,11,19.1,9.8,1843.88,"1843-11-15 00:00:00"
1843,12,12.7,18.1,1843.96,"1843-12-15 00:00:00"
1844,1,9.5,8.7,1844.04,"1844-1-15 00:00:00"
1844,2,14.7,13.3,1844.12,"1844-2-15 00:00:00"
1844,3,13.6,10.4,1844.21,"1844-3-15 00:00:00"
1844,4,20.8,17.2,1844.29,"1844-4-15 00:00:00"
1844,5,11.6,7.7,1844.38,"1844-5-15 00:00:00"
1844,6,3.7,8.1,1844.46,"1844-6-15 00:00:00"
1844,7,21.2,24.2,1844.54,"1844-7-15 00:00:00"
1844,8,23.9,22.7,1844.62,"1844-8-15 00:00:00"
1844,9,7,12.4,1844.71,"1844-9-15 00:00:00"
1844,10,21.5,23.8,1844.79,"1844-10-15 00:00:00"
1844,11,10.8,15.5,1844.88,"1844-11-15 00:00:00"
1844,12,21.6,14.6,1844.96,"1844-12-15 00:00:00"
1845,1,25.7,13.8,1845.04,"1845-1-15 00:00:00"
1845,2,43.6,19.9,1845.12,"1845-2-15 00:00:00"
1845,3,43.3,20.8,1845.21,"1845-3-15 00:00:00"
1845,4,57,14.9,1845.29,"1845-4-15 00:00:00"
1845,5,47.8,28.7,1845.38,"1845-5-15 00:00:00"
1845,6,31.1,22.5,1845.46,"1845-6-15 00:00:00"
1845,7,30.6,21.8,1845.54,"1845-7-15 00:00:00"
1845,8,32.3,23.9,1845.62,"1845-8-15 00:00:00"
1845,9,29.6,28.3,1845.71,"1845-9-15 00:00:00"
1845,10,40.7,19.7,1845.79,"1845-10-15 00:00:00"
1845,11,39.4,21.7,1845.88,"1845-11-15 00:00:00"
1845,12,59.7,12.3,1845.96,"1845-12-15 00:00:00"
1846,1,38.7,19.4,1846.04,"1846-1-15 00:00:00"
1846,2,51,28.8,1846.12,"1846-2-15 00:00:00"
1846,3,63.9,24.4,1846.21,"1846-3-15 00:00:00"
1846,4,69.3,37.4,1846.29,"1846-4-15 00:00:00"
1846,5,60,29.9,1846.38,"1846-5-15 00:00:00"
1846,6,65.1,29.1,1846.46,"1846-6-15 00:00:00"
1846,7,46.5,15.6,1846.54,"1846-7-15 00:00:00"
1846,8,54.8,32.4,1846.62,"1846-8-15 00:00:00"
1846,9,107.1,32.3,1846.71,"1846-9-15 00:00:00"
1846,10,55.9,23.1,1846.79,"1846-10-15 00:00:00"
1846,11,60.4,28.8,1846.88,"1846-11-15 00:00:00"
1846,12,65.5,20.7,1846.96,"1846-12-15 00:00:00"
1847,1,62.6,46.9,1847.04,"1847-1-15 00:00:00"
1847,2,44.9,28.3,1847.12,"1847-2-15 00:00:00"
1847,3,85.7,47.9,1847.21,"1847-3-15 00:00:00"
1847,4,44.8,24.8,1847.29,"1847-4-15 00:00:00"
1847,5,75.5,25.4,1847.38,"1847-5-15 00:00:00"
1847,6,85.3,18.9,1847.46,"1847-6-15 00:00:00"
1847,7,52.2,28.8,1847.54,"1847-7-15 00:00:00"
1847,8,140.6,57.2,1847.62,"1847-8-15 00:00:00"
1847,9,160.9,39.8,1847.71,"1847-9-15 00:00:00"
1847,10,180.4,36.2,1847.79,"1847-10-15 00:00:00"
1847,11,138.9,48.1,1847.88,"1847-11-15 00:00:00"
1847,12,109.6,37.1,1847.96,"1847-12-15 00:00:00"
1848,1,159.1,22.7,1848.04,"1848-1-15 00:00:00"
1848,2,111.8,23.4,1848.12,"1848-2-15 00:00:00"
1848,3,108.6,18.7,1848.21,"1848-3-15 00:00:00"
1848,4,107.1,16.9,1848.29,"1848-4-15 00:00:00"
1848,5,102.2,22.7,1848.38,"1848-5-15 00:00:00"
1848,6,129,25.4,1848.46,"1848-6-15 00:00:00"
1848,7,139.2,36.5,1848.54,"1848-7-15 00:00:00"
1848,8,132.6,31.8,1848.62,"1848-8-15 00:00:00"
1848,9,100.3,32,1848.71,"1848-9-15 00:00:00"
1848,10,132.4,29.8,1848.79,"1848-10-15 00:00:00"
1848,11,114.6,41.8,1848.88,"1848-11-15 00:00:00"
1848,12,159.5,29.5,1848.96,"1848-12-15 00:00:00"
1849,1,157,24.6,1849.04,"1849-1-15 00:00:00"
1849,2,131.8,39.3,1849.12,"1849-2-15 00:00:00"
1849,3,96.2,29.4,1849.21,"1849-3-15 00:00:00"
1849,4,102.5,43.8,1849.29,"1849-4-15 00:00:00"
1849,5,80.6,29,1849.38,"1849-5-15 00:00:00"
1849,6,81.1,34.3,1849.46,"1849-6-15 00:00:00"
1849,7,78,24.6,1849.54,"1849-7-15 00:00:00"
1849,8,67.7,18.8,1849.62,"1849-8-15 00:00:00"
1849,9,93.7,22.5,1849.71,"1849-9-15 00:00:00"
1849,10,71.5,30.2,1849.79,"1849-10-15 00:00:00"
1849,11,99,43.5,1849.88,"1849-11-15 00:00:00"
1849,12,97,30.1,1849.96,"1849-12-15 00:00:00"
1850,1,78,30.6,1850.04,"1850-1-15 00:00:00"
1850,2,89.4,26,1850.12,"1850-2-15 00:00:00"
1850,3,82.6,23.9,1850.21,"1850-3-15 00:00:00"
1850,4,44.1,25.7,1850.29,"1850-4-15 00:00:00"
1850,5,61.6,21.6,1850.38,"1850-5-15 00:00:00"
1850,6,70,31.9,1850.46,"1850-6-15 00:00:00"
1850,7,39.1,37.1,1850.54,"1850-7-15 00:00:00"
1850,8,61.6,14.9,1850.62,"1850-8-15 00:00:00"
1850,9,86.2,18.5,1850.71,"1850-9-15 00:00:00"
1850,10,71,21.8,1850.79,"1850-10-15 00:00:00"
1850,11,54.8,28.7,1850.88,"1850-11-15 00:00:00"
1850,12,61,20,1850.96,"1850-12-15 00:00:00"
1851,1,75.5,43.8,1851.04,"1851-1-15 00:00:00"
1851,2,105.4,22.2,1851.12,"1851-2-15 00:00:00"
1851,3,64.6,11.5,1851.21,"1851-3-15 00:00:00"
1851,4,56.5,20.6,1851.29,"1851-4-15 00:00:00"
1851,5,62.6,24.6,1851.38,"1851-5-15 00:00:00"
1851,6,63.2,23.2,1851.46,"1851-6-15 00:00:00"
1851,7,36.1,20,1851.54,"1851-7-15 00:00:00"
1851,8,57.4,16.2,1851.62,"1851-8-15 00:00:00"
1851,9,67.9,21.6,1851.71,"1851-9-15 00:00:00"
1851,10,62.5,28.5,1851.79,"1851-10-15 00:00:00"
1851,11,51,18.4,1851.88,"1851-11-15 00:00:00"
1851,12,71.4,24.8,1851.96,"1851-12-15 00:00:00"
1852,1,68.4,23.2,1852.04,"1852-1-15 00:00:00"
1852,2,66.4,37,1852.12,"1852-2-15 00:00:00"
1852,3,61.2,20.2,1852.21,"1852-3-15 00:00:00"
1852,4,65.4,28,1852.29,"1852-4-15 00:00:00"
1852,5,54.9,19.2,1852.38,"1852-5-15 00:00:00"
1852,6,46.9,21,1852.46,"1852-6-15 00:00:00"
1852,7,42.1,16.8,1852.54,"1852-7-15 00:00:00"
1852,8,39.7,13.7,1852.62,"1852-8-15 00:00:00"
1852,9,37.5,16.6,1852.71,"1852-9-15 00:00:00"
1852,10,67.3,32.1,1852.79,"1852-10-15 00:00:00"
1852,11,54.3,29.7,1852.88,"1852-11-15 00:00:00"
1852,12,45.4,24.4,1852.96,"1852-12-15 00:00:00"
1853,1,41.1,23,1853.04,"1853-1-15 00:00:00"
1853,2,42.9,16.3,1853.12,"1853-2-15 00:00:00"
1853,3,37.7,24,1853.21,"1853-3-15 00:00:00"
1853,4,47.6,19.5,1853.29,"1853-4-15 00:00:00"
1853,5,34.7,13.1,1853.38,"1853-5-15 00:00:00"
1853,6,40,24.4,1853.46,"1853-6-15 00:00:00"
1853,7,45.9,19.2,1853.54,"1853-7-15 00:00:00"
1853,8,50.5,16.4,1853.62,"1853-8-15 00:00:00"
1853,9,33.5,14.7,1853.71,"1853-9-15 00:00:00"
1853,10,42.4,11.2,1853.79,"1853-10-15 00:00:00"
1853,11,28.8,6.2,1853.88,"1853-11-15 00:00:00"
1853,12,23.4,10.6,1853.96,"1853-12-15 00:00:00"
1854,1,15.4,9.3,1854.04,"1854-1-15 00:00:00"
1854,2,20,14.6,1854.12,"1854-2-15 00:00:00"
1854,3,20.7,15.4,1854.21,"1854-3-15 00:00:00"
1854,4,26.5,18.7,1854.29,"1854-4-15 00:00:00"
1854,5,24,18.9,1854.38,"1854-5-15 00:00:00"
1854,6,21.1,9.7,1854.46,"1854-6-15 00:00:00"
1854,7,18.7,12.1,1854.54,"1854-7-15 00:00:00"
1854,8,15.8,8.5,1854.62,"1854-8-15 00:00:00"
1854,9,22.4,17.1,1854.71,"1854-9-15 00:00:00"
1854,10,12.6,17.1,1854.79,"1854-10-15 00:00:00"
1854,11,28.2,15.4,1854.88,"1854-11-15 00:00:00"
1854,12,21.6,12.7,1854.96,"1854-12-15 00:00:00"
1855,1,12.3,15.1,1855.04,"1855-1-15 00:00:00"
1855,2,11.4,9.7,1855.12,"1855-2-15 00:00:00"
1855,3,17.4,11.8,1855.21,"1855-3-15 00:00:00"
1855,4,4.4,7.1,1855.29,"1855-4-15 00:00:00"
1855,5,9.1,14.5,1855.38,"1855-5-15 00:00:00"
1855,6,5.3,8.4,1855.46,"1855-6-15 00:00:00"
1855,7,0.4,2,1855.54,"1855-7-15 00:00:00"
1855,8,3.1,6.7,1855.62,"1855-8-15 00:00:00"
1855,9,0,0,1855.71,"1855-9-15 00:00:00"
1855,10,9.6,7.1,1855.79,"1855-10-15 00:00:00"
1855,11,4.2,6.7,1855.88,"1855-11-15 00:00:00"
1855,12,3.1,7.6,1855.96,"1855-12-15 00:00:00"
1856,1,0.5,2.9,1856.04,"1856-1-15 00:00:00"
1856,2,4.9,7,1856.12,"1856-2-15 00:00:00"
1856,3,0.4,2.2,1856.21,"1856-3-15 00:00:00"
1856,4,6.5,8.1,1856.29,"1856-4-15 00:00:00"
1856,5,0,0,1856.38,"1856-5-15 00:00:00"
1856,6,5.2,9.3,1856.46,"1856-6-15 00:00:00"
1856,7,4.6,6.4,1856.54,"1856-7-15 00:00:00"
1856,8,5.9,7.4,1856.62,"1856-8-15 00:00:00"
1856,9,4.4,7.1,1856.71,"1856-9-15 00:00:00"
1856,10,4.5,7.6,1856.79,"1856-10-15 00:00:00"
1856,11,7.7,8.5,1856.88,"1856-11-15 00:00:00"
1856,12,7.2,8.9,1856.96,"1856-12-15 00:00:00"
1857,1,13.7,8.1,1857.04,"1857-1-15 00:00:00"
1857,2,7.4,8.2,1857.12,"1857-2-15 00:00:00"
1857,3,5.2,6.3,1857.21,"1857-3-15 00:00:00"
1857,4,11.1,10.9,1857.29,"1857-4-15 00:00:00"
1857,5,28.5,16.7,1857.38,"1857-5-15 00:00:00"
1857,6,16,11.2,1857.46,"1857-6-15 00:00:00"
1857,7,22.2,13.2,1857.54,"1857-7-15 00:00:00"
1857,8,16.9,12.9,1857.62,"1857-8-15 00:00:00"
1857,9,42.4,14.1,1857.71,"1857-9-15 00:00:00"
1857,10,40.6,18.2,1857.79,"1857-10-15 00:00:00"
1857,11,31.4,17.7,1857.88,"1857-11-15 00:00:00"
1857,12,37.2,20.1,1857.96,"1857-12-15 00:00:00"
1858,1,39,22.8,1858.04,"1858-1-15 00:00:00"
1858,2,34.9,16.1,1858.12,"1858-2-15 00:00:00"
1858,3,57.5,30.3,1858.21,"1858-3-15 00:00:00"
1858,4,38.3,17.1,1858.29,"1858-4-15 00:00:00"
1858,5,41.4,21.7,1858.38,"1858-5-15 00:00:00"
1858,6,44.5,21.1,1858.46,"1858-6-15 00:00:00"
1858,7,56.7,21.6,1858.54,"1858-7-15 00:00:00"
1858,8,55.3,25.3,1858.62,"1858-8-15 00:00:00"
1858,9,80.1,24.2,1858.71,"1858-9-15 00:00:00"
1858,10,91.2,19.8,1858.79,"1858-10-15 00:00:00"
1858,11,51.9,21.2,1858.88,"1858-11-15 00:00:00"
1858,12,66.9,24.8,1858.96,"1858-12-15 00:00:00"
1859,1,83.7,17.4,1859.04,"1859-1-15 00:00:00"
1859,2,87.6,30.8,1859.12,"1859-2-15 00:00:00"
1859,3,90.3,24.3,1859.21,"1859-3-15 00:00:00"
1859,4,85.7,24.5,1859.29,"1859-4-15 00:00:00"
1859,5,91,31.7,1859.38,"1859-5-15 00:00:00"
1859,6,87.1,25.3,1859.46,"1859-6-15 00:00:00"
1859,7,95.2,35.5,1859.54,"1859-7-15 00:00:00"
1859,8,106.8,28.6,1859.62,"1859-8-15 00:00:00"
1859,9,105.8,24.9,1859.71,"1859-9-15 00:00:00"
1859,10,114.6,19.8,1859.79,"1859-10-15 00:00:00"
1859,11,97.2,24.8,1859.88,"1859-11-15 00:00:00"
1859,12,81,21.7,1859.96,"1859-12-15 00:00:00"
1860,1,82.4,22.7,1860.04,"1860-1-15 00:00:00"
1860,2,88.3,34.2,1860.12,"1860-2-15 00:00:00"
1860,3,98.9,24.5,1860.21,"1860-3-15 00:00:00"
1860,4,71.4,19.4,1860.29,"1860-4-15 00:00:00"
1860,5,107.1,26.5,1860.38,"1860-5-15 00:00:00"
1860,6,108.6,52.1,1860.46,"1860-6-15 00:00:00"
1860,7,116.7,43.6,1860.54,"1860-7-15 00:00:00"
1860,8,100.3,25,1860.62,"1860-8-15 00:00:00"
1860,9,92.2,21.6,1860.71,"1860-9-15 00:00:00"
1860,10,90.1,21.9,1860.79,"1860-10-15 00:00:00"
1860,11,97.9,23.7,1860.88,"1860-11-15 00:00:00"
1860,12,95.6,38.2,1860.96,"1860-12-15 00:00:00"
1861,1,62.3,18.5,1861.04,"1861-1-15 00:00:00"
1861,2,77.7,35.1,1861.12,"1861-2-15 00:00:00"
