"year","month","time","sunspots","sd","no","final","ts"
1781,6,"1781-6-15 00:00:00",162.8,-1,-1,1,1781.46
1781,7,"1781-7-15 00:00:00",122.5,-1,-1,1,1781.54
1781,8,"1781-8-15 00:00:00",110,-1,-1,1,1781.62
1781,9,"1781-9-15 00:00:00",85,-1,-1,1,1781.71
1781,10,"1781-10-15 00:00:00",45.5,-1,-1,1,1781.79
1781,11,"1781-11-15 00:00:00",111.7,-1,-1,1,1781.88
1781,12,"1781-12-15 00:00:00",58.7,-1,-1,1,1781.96
1782,1,"1782-1-15 00:00:00",90,-1,-1,1,1782.04
1782,2,"1782-2-15 00:00:00",62.5,-1,-1,1,1782.12
1782,3,"1782-3-15 00:00:00",61.7,-1,-1,1,1782.21
1782,4,"1782-4-15 00:00:00",68.3,-1,-1,1,1782.29
1782,5,"1782-5-15 00:00:00",90.5,-1,-1,1,1782.38
1782,6,"1782-6-15 00:00:00",63.3,-1,-1,1,1782.46
1782,7,"1782-7-15 00:00:00",61.7,-1,-1,1,1782.54
1782,8,"1782-8-15 00:00:00",73.3,-1,-1,1,1782.62
1782,9,"1782-9-15 00:00:00",56.7,-1,-1,1,1782.71
1782,10,"1782-10-15 00:00:00",38.7,-1,-1,1,1782.79
1782,11,"1782-11-15 00:00:00",52.5,-1,-1,1,1782.88
1782,12,"1782-12-15 00:00:00",50,-1,-1,1,1782.96
1783,1,"1783-1-15 00:00:00",46.7,-1,-1,1,1783.04
1783,2,"1783-2-15 00:00:00",64.5,-1,-1,1,1783.12
1783,3,"1783-3-15 00:00:00",44.5,-1,-1,1,1783.21
1783,4,"1783-4-15 00:00:00",47.2,-1,-1,1,1783.29
1783,5,"1783-5-15 00:00:00",38.3,-1,-1,1,1783.38
1783,6,"1783-6-15 00:00:00",42,-1,-1,1,1783.46
1783,7,"1783-7-15 00:00:00",53.7,-1,-1,1,1783.54
1783,8,"1783-8-15 00:00:00",33.3,-1,-1,1,1783.62
1783,9,"1783-9-15 00:00:00",30,-1,-1,1,1783.71
1783,10,"1783-10-15 00:00:00",13.3,-1,-1,1,1783.79
1783,11,"1783-11-15 00:00:00",25,-1,-1,1,1783.88
1783,12,"1783-12-15 00:00:00",17.5,-1,-1,1,1783.96
1784,1,"1784-1-15 00:00:00",21.7,-1,-1,1,1784.04
1784,2,"1784-2-15 00:00:00",13.3,-1,-1,1,1784.12
1784,3,"1784-3-15 00:00:00",18.3,-1,-1,1,1784.21
1784,4,"1784-4-15 00:00:00",16.7,-1,-1,1,1784.29
1784,5,"1784-5-15 00:00:00",10,-1,-1,1,1784.38
1784,6,"1784-6-15 00:00:00",15,-1,-1,1,1784.46
1784,7,"1784-7-15 00:00:00",10,-1,-1,1,1784.54
1784,8,"1784-8-15 00:00:00",16.7,-1,-1,1,1784.62
1784,9,"1784-9-15 00:00:00",16.7,-1,-1,1,1784.71
1784,10,"1784-10-15 00:00:00",13.3,-1,-1,1,1784.79
1784,11,"1784-11-15 00:00:00",28.3,-1,-1,1,1784.88
1784,12,"1784-12-15 00:00:00",23.3,-1,-1,1,1784.96
1785,1,"1785-1-15 00:00:00",10.8,-1,-1,1,1785.04
1785,2,"1785-2-15 00:00:00",13.3,-1,-1,1,1785.12
1785,3,"1785-3-15 00:00:00",15,-1,-1,1,1785.21
1785,4,"1785-4-15 00:00:00",26.2,-1,-1,1,1785.29
1785,5,"1785-5-15 00:00:00",34.5,-1,-1,1,1785.38
1785,6,"1785-6-15 00:00:00",43.8,-1,-1,1,1785.46
1785,7,"1785-7-15 00:00:00",60.5,-1,-1,1,1785.54
1785,8,"1785-8-15 00:00:00",33.3,-1,-1,1,1785.62
1785,9,"1785-9-15 00:00:00",53.3,-1,-1,1,1785.71
1785,10,"1785-10-15 00:00:00",78.7,-1,-1,1,1785.79
1785,11,"1785-11-15 00:00:00",67,-1,-1,1,1785.88
1785,12,"1785-12-15 00:00:00",45.5,-1,-1,1,1785.96
1786,1,"1786-1-15 00:00:00",62,-1,-1,1,1786.04
1786,2,"1786-2-15 00:00:00",79.3,-1,-1,1,1786.12
1786,3,"1786-3-15 00:00:00",79.5,-1,-1,1,1786.21
1786,4,"1786-4-15 00:00:00",142.3,-1,-1,1,1786.29
1786,5,"1786-5-15 00:00:00",153.8,-1,-1,1,1786.38
1786,6,"1786-6-15 00:00:00",98.3,-1,-1,1,1786.46
1786,7,"1786-7-15 00:00:00",138.3,-1,-1,1,1786.54
1786,8,"1786-8-15 00:00:00",149.5,-1,-1,1,1786.62
1786,9,"1786-9-15 00:00:00",185.8,-1,-1,1,1786.71
1786,10,"1786-10-15 00:00:00",187.2,-1,-1,1,1786.79
1786,11,"1786-11-15 00:00:00",193.3,-1,-1,1,1786.88
1786,12,"1786-12-15 00:00:00",187.8,-1,-1,1,1786.96
1787,1,"1787-1-15 00:00:00",224.5,-1,-1,1,1787.04
1787,2,"1787-2-15 00:00:00",176.7,-1,-1,1,1787.12
1787,3,"1787-3-15 00:00:00",145.7,-1,-1,1,1787.21
1787,4,"1787-4-15 00:00:00",212,-1,-1,1,1787.29
1787,5,"1787-5-15 00:00:00",224.7,-1,-1,1,1787.38
1787,6,"1787-6-15 00:00:00",165.3,-1,-1,1,1787.46
1787,7,"1787-7-15 00:00:00",213.3,-1,-1,1,1787.54
1787,8,"1787-8-15 00:00:00",228.7,-1,-1,1,1787.62
1787,9,"1787-9-15 00:00:00",262.2,-1,-1,1,1787.71
1787,10,"1787-10-15 00:00:00",261.7,-1,-1,1,1787.79
1787,11,"1787-11-15 00:00:00",235.8,-1,-1,1,1787.88
1787,12,"1787-12-15 00:00:00",290,-1,-1,1,1787.96
1788,1,"1788-1-15 00:00:00",230,-1,-1,1,1788.04
1788,2,"1788-2-15 00:00:00",215.3,-1,-1,1,1788.12
1788,3,"1788-3-15 00:00:00",238.8,-1,-1,1,1788.21
1788,4,"1788-4-15 00:00:00",180.8,-1,-1,1,1788.29
1788,5,"1788-5-15 00:00:00",188.3,-1,-1,1,1788.38
1788,6,"1788-6-15 00:00:00",257,-1,-1,1,1788.46
1788,7,"1788-7-15 00:00:00",235.8,-1,-1,1,1788.54
1788,8,"1788-8-15 00:00:00",226.7,-1,-1,1,1788.62
1788,9,"1788-9-15 00:00:00",235,-1,-1,1,1788.71
1788,10,"1788-10-15 00:00:00",236.7,-1,-1,1,1788.79
1788,11,"1788-11-15 00:00:00",157.8,-1,-1,1,1788.88
1788,12,"1788-12-15 00:00:00",215.8,-1,-1,1,1788.96
1789,1,"1789-1-15 00:00:00",190,-1,-1,1,1789.04
1789,2,"1789-2-15 00:00:00",208.8,-1,-1,1,1789.12
1789,3,"1789-3-15 00:00:00",200,-1,-1,1,1789.21
1789,4,"1789-4-15 00:00:00",205.5,-1,-1,1,1789.29
1789,5,"1789-5-15 00:00:00",205.8,-1,-1,1,1789.38
1789,6,"1789-6-15 00:00:00",200,-1,-1,1,1789.46
1789,7,"1789-7-15 00:00:00",195,-1,-1,1,1789.54
1789,8,"1789-8-15 00:00:00",171.7,-1,-1,1,1789.62
1789,9,"1789-9-15 00:00:00",186.7,-1,-1,1,1789.71
1789,10,"1789-10-15 00:00:00",149.5,-1,-1,1,1789.79
1789,11,"1789-11-15 00:00:00",223.3,-1,-1,1,1789.88
1789,12,"1789-12-15 00:00:00",225.8,-1,-1,1,1789.96
1790,1,"1790-1-15 00:00:00",171.7,-1,-1,1,1790.04
1790,2,"1790-2-15 00:00:00",212.5,-1,-1,1,1790.12
1790,3,"1790-3-15 00:00:00",160.5,-1,-1,1,1790.21
1790,4,"1790-4-15 00:00:00",156.7,-1,-1,1,1790.29
1790,5,"1790-5-15 00:00:00",155,-1,-1,1,1790.38
1790,6,"1790-6-15 00:00:00",151.7,-1,-1,1,1790.46
1790,7,"1790-7-15 00:00:00",115.5,-1,-1,1,1790.54
1790,8,"1790-8-15 00:00:00",145,-1,-1,1,1790.62
1790,9,"1790-9-15 00:00:00",128.8,-1,-1,1,1790.71
1790,10,"1790-10-15 00:00:00",140.5,-1,-1,1,1790.79
1790,11,"1790-11-15 00:00:00",136.7,-1,-1,1,1790.88
1790,12,"1790-12-15 00:00:00",123.3,-1,-1,1,1790.96
1791,1,"1791-1-15 00:00:00",121.2,-1,-1,1,1791.04
1791,2,"1791-2-15 00:00:00",103.3,-1,-1,1,1791.12
1791,3,"1791-3-15 00:00:00",123.3,-1,-1,1,1791.21
1791,4,"1791-4-15 00:00:00",128.7,-1,-1,1,1791.29
1791,5,"1791-5-15 00:00:00",122.8,-1,-1,1,1791.38
1791,6,"1791-6-15 00:00:00",107,-1,-1,1,1791.46
1791,7,"1791-7-15 00:00:00",118.3,-1,-1,1,1791.54
1791,8,"1791-8-15 00:00:00",71.7,-1,-1,1,1791.62
1791,9,"1791-9-15 00:00:00",110.8,-1,-1,1,1791.71
1791,10,"1791-10-15 00:00:00",102.8,-1,-1,1,1791.79
1791,11,"1791-11-15 00:00:00",111.7,-1,-1,1,1791.88
1791,12,"1791-12-15 00:00:00",110,-1,-1,1,1791.96
1792,1,"1792-1-15 00:00:00",96.7,-1,-1,1,1792.04
1792,2,"1792-2-15 00:00:00",106.7,-1,-1,1,1792.12
1792,3,"1792-3-15 00:00:00",105,-1,-1,1,1792.21
1792,4,"1792-4-15 00:00:00",126.2,-1,-1,1,1792.29
1792,5,"1792-5-15 00:00:00",103.3,-1,-1,1,1792.38
1792,6,"1792-6-15 00:00:00",101.7,-1,-1,1,1792.46
1792,7,"1792-7-15 00:00:00",76.3,-1,-1,1,1792.54
1792,8,"1792-8-15 00:00:00",100,-1,-1,1,1792.62
1792,9,"1792-9-15 00:00:00",98.3,-1,-1,1,1792.71
1792,10,"1792-10-15 00:00:00",98.3,-1,-1,1,1792.79
1792,11,"1792-11-15 00:00:00",95,-1,-1,1,1792.88
1792,12,"1792-12-15 00:00:00",93.3,-1,-1,1,1792.96
1793,1,"1793-1-15 00:00:00",93.3,-1,-1,1,1793.04
1793,2,"1793-2-15 00:00:00",91.7,-1,-1,1,1793.12
1793,3,"1793-3-15 00:00:00",92.5,-1,-1,1,1793.21
1793,4,"1793-4-15 00:00:00",88.3,-1,-1,1,1793.29
1793,5,"1793-5-15 00:00:00",87.2,-1,-1,1,1793.38
1793,6,"1793-6-15 00:00:00",85,-1,-1,1,1793.46
1793,7,"1793-7-15 00:00:00",83.3,-1,-1,1,1793.54
1793,8,"1793-8-15 00:00:00",48.8,-1,-1,1,1793.62
1793,9,"1793-9-15 00:00:00",40,-1,-1,1,1793.71
1793,10,"1793-10-15 00:00:00",78.3,-1,-1,1,1793.79
1793,11,"1793-11-15 00:00:00",73.3,-1,-1,1,1793.88
1793,12,"1793-12-15 00:00:00",76.2,-1,-1,1,1793.96
1794,1,"1794-1-15 00:00:00",75,-1,-1,1,1794.04
1794,2,"1794-2-15 00:00:00",73.3,-1,-1,1,1794.12
1794,3,"1794-3-15 00:00:00",63.3,-1,-1,1,1794.21
1794,4,"1794-4-15 00:00:00",47.3,-1,-1,1,1794.29
1794,5,"1794-5-15 00:00:00",92.8,-1,-1,1,1794.38
1794,6,"1794-6-15 00:00:00",69.2,-1,-1,1,1794.46
1794,7,"1794-7-15 00:00:00",68.3,-1,-1,1,1794.54
1794,8,"1794-8-15 00:00:00",66.7,-1,-1,1,1794.62
1794,9,"1794-9-15 00:00:00",18.5,-1,-1,1,1794.71
1794,10,"1794-10-15 00:00:00",47.5,-1,-1,1,1794.79
1794,11,"1794-11-15 00:00:00",112.3,-1,-1,1,1794.88
1794,12,"1794-12-15 00:00:00",85.7,-1,-1,1,1794.96
1795,1,"1795-1-15 00:00:00",35.7,-1,-1,1,1795.04
1795,2,"1795-2-15 00:00:00",66.5,-1,-1,1,1795.12
1795,3,"1795-3-15 00:00:00",21,-1,-1,1,1795.21
1795,4,"1795-4-15 00:00:00",31,-1,-1,1,1795.29
1795,5,"1795-5-15 00:00:00",51.7,-1,-1,1,1795.38
1795,6,"1795-6-15 00:00:00",28.5,-1,-1,1,1795.46
1795,7,"1795-7-15 00:00:00",21.5,-1,-1,1,1795.54
1795,8,"1795-8-15 00:00:00",42.8,-1,-1,1,1795.62
1795,9,"1795-9-15 00:00:00",22.5,-1,-1,1,1795.71
1795,10,"1795-10-15 00:00:00",32.5,-1,-1,1,1795.79
1795,11,"1795-11-15 00:00:00",41.7,-1,-1,1,1795.88
1795,12,"1795-12-15 00:00:00",30,-1,-1,1,1795.96
1796,1,"1796-1-15 00:00:00",36.7,-1,-1,1,1796.04
1796,2,"1796-2-15 00:00:00",39.7,-1,-1,1,1796.12
1796,3,"1796-3-15 00:00:00",26.2,-1,-1,1,1796.21
1796,4,"1796-4-15 00:00:00",52.8,-1,-1,1,1796.29
1796,5,"1796-5-15 00:00:00",35,-1,-1,1,1796.38
1796,6,"1796-6-15 00:00:00",11.2,-1,-1,1,1796.46
1796,7,"1796-7-15 00:00:00",44.8,-1,-1,1,1796.54
1796,8,"1796-8-15 00:00:00",2.5,-1,-1,1,1796.62
1796,9,"1796-9-15 00:00:00",30.7,-1,-1,1,1796.71
1796,10,"1796-10-15 00:00:00",18.3,-1,-1,1,1796.79
1796,11,"1796-11-15 00:00:00",14,-1,-1,1,1796.88
1796,12,"1796-12-15 00:00:00",8.5,-1,-1,1,1796.96
1797,1,"1797-1-15 00:00:00",24,-1,-1,1,1797.04
1797,2,"1797-2-15 00:00:00",7,-1,-1,1,1797.12
1797,3,"1797-3-15 00:00:00",6.7,-1,-1,1,1797.21
1797,4,"1797-4-15 00:00:00",6.7,-1,-1,1,1797.29
1797,5,"1797-5-15 00:00:00",12.2,-1,-1,1,1797.38
1797,6,"1797-6-15 00:00:00",18.5,-1,-1,1,1797.46
1797,7,"1797-7-15 00:00:00",7.2,-1,-1,1,1797.54
1797,8,"1797-8-15 00:00:00",10,-1,-1,1,1797.62
1797,9,"1797-9-15 00:00:00",9.5,-1,-1,1,1797.71
1797,10,"1797-10-15 00:00:00",11.5,-1,-1,1,1797.79
1797,11,"1797-11-15 00:00:00",9.7,-1,-1,1,1797.88
1797,12,"1797-12-15 00:00:00",5,-1,-1,1,1797.96
1798,1,"1798-1-15 00:00:00",3.3,-1,-1,1,1798.04
1798,2,"1798-2-15 00:00:00",6.7,-1,-1,1,1798.12
1798,3,"1798-3-15 00:00:00",20.7,-1,-1,1,1798.21
1798,4,"1798-4-15 00:00:00",1.8,-1,-1,1,1798.29
1798,5,"1798-5-15 00:00:00",0,-1,-1,1,1798.38
1798,6,"1798-6-15 00:00:00",0,-1,-1,1,1798.46
1798,7,"1798-7-15 00:00:00",0,-1,-1,1,1798.54
1798,8,"1798-8-15 00:00:00",5,-1,-1,1,1798.62
1798,9,"1798-9-15 00:00:00",4,-1,-1,1,1798.71
1798,10,"1798-10-15 00:00:00",2.5,-1,-1,1,1798.79
1798,11,"1798-11-15 00:00:00",20.8,-1,-1,1,1798.88
1798,12,"1798-12-15 00:00:00",16.5,-1,-1,1,1798.96
1799,1,"1799-1-15 00:00:00",2.7,-1,-1,1,1799.04
1799,2,"1799-2-15 00:00:00",21,-1,-1,1,1799.12
1799,3,"1799-3-15 00:00:00",36.2,-1,-1,1,1799.21
1799,4,"1799-4-15 00:00:00",14,-1,-1,1,1799.29
1799,5,"1799-5-15 00:00:00",13.7,-1,-1,1,1799.38
1799,6,"1799-6-15 00:00:00",17.7,-1,-1,1,1799.46
1799,7,"1799-7-15 00:00:00",3.5,-1,-1,1,1799.54
1799,8,"1799-8-15 00:00:00",0,-1,-1,1,1799.62
1799,9,"1799-9-15 00:00:00",0,-1,-1,1,1799.71
1799,10,"1799-10-15 00:00:00",7.7,-1,-1,1,1799.79
1799,11,"1799-11-15 00:00:00",4.5,-1,-1,1,1799.88
1799,12,"1799-12-15 00:00:00",14.3,-1,-1,1,1799.96
1800,1,"1800-1-15 00:00:00",11.5,-1,-1,1,1800.04
1800,2,"1800-2-15 00:00:00",15.5,-1,-1,1,1800.12
1800,3,"1800-3-15 00:00:00",23.2,-1,-1,1,1800.21
1800,4,"1800-4-15 00:00:00",0,-1,-1,1,1800.29
1800,5,"1800-5-15 00:00:00",8.3,-1,-1,1,1800.38
1800,6,"1800-6-15 00:00:00",39.5,-1,-1,1,1800.46
1800,7,"1800-7-15 00:00:00",35,-1,-1,1,1800.54
1800,8,"1800-8-15 00:00:00",32.5,-1,-1,1,1800.62
1800,9,"1800-9-15 00:00:00",19.2,-1,-1,1,1800.71
1800,10,"1800-10-15 00:00:00",20.5,-1,-1,1,1800.79
1800,11,"1800-11-15 00:00:00",17.5,-1,-1,1,1800.88
1800,12,"1800-12-15 00:00:00",66.8,-1,-1,1,1800.96
1801,1,"1801-1-15 00:00:00",45,-1,-1,1,1801.04
1801,2,"1801-2-15 00:00:00",48.3,-1,-1,1,1801.12
1801,3,"1801-3-15 00:00:00",50,-1,-1,1,1801.21
1801,4,"1801-4-15 00:00:00",51.7,-1,-1,1,1801.29
1801,5,"1801-5-15 00:00:00",53.3,-1,-1,1,1801.38
1801,6,"1801-6-15 00:00:00",52,-1,-1,1,1801.46
1801,7,"1801-7-15 00:00:00",58.3,-1,-1,1,1801.54
1801,8,"1801-8-15 00:00:00",64.5,-1,-1,1,1801.62
1801,9,"1801-9-15 00:00:00",55.8,-1,-1,1,1801.71
1801,10,"1801-10-15 00:00:00",54.3,-1,-1,1,1801.79
1801,11,"1801-11-15 00:00:00",66.3,-1,-1,1,1801.88
1801,12,"1801-12-15 00:00:00",80.3,-1,-1,1,1801.96
1802,1,"1802-1-15 00:00:00",79.7,-1,-1,1,1802.04
1802,2,"1802-2-15 00:00:00",78.3,-1,-1,1,1802.12
1802,3,"1802-3-15 00:00:00",68,-1,-1,1,1802.21
1802,4,"1802-4-15 00:00:00",70,-1,-1,1,1802.29
1802,5,"1802-5-15 00:00:00",73.3,-1,-1,1,1802.38
1802,6,"1802-6-15 00:00:00",76.7,-1,-1,1,1802.46
1802,7,"1802-7-15 00:00:00",80,-1,-1,1,1802.54
1802,8,"1802-8-15 00:00:00",83.3,-1,-1,1,1802.62
1802,9,"1802-9-15 00:00:00",86.3,-1,-1,1,1802.71
1802,10,"1802-10-15 00:00:00",64.2,-1,-1,1,1802.79
1802,11,"1802-11-15 00:00:00",57.5,-1,-1,1,1802.88
1802,12,"1802-12-15 00:00:00",83.3,-1,-1,1,1802.96
1803,1,"1803-1-15 00:00:00",83.3,-1,-1,1,1803.04
1803,2,"1803-2-15 00:00:00",84.7,-1,-1,1,1803.12
1803,3,"1803-3-15 00:00:00",49.2,-1,-1,1,1803.21
1803,4,"1803-4-15 00:00:00",41.7,-1,-1,1,1803.29
1803,5,"1803-5-15 00:00:00",73.8,-1,-1,1,1803.38
1803,6,"1803-6-15 00:00:00",60,-1,-1,1,1803.46
1803,7,"1803-7-15 00:00:00",80.5,-1,-1,1,1803.54
1803,8,"1803-8-15 00:00:00",56.8,-1,-1,1,1803.62
1803,9,"1803-9-15 00:00:00",75.5,-1,-1,1,1803.71
1803,10,"1803-10-15 00:00:00",90.5,-1,-1,1,1803.79
1803,11,"1803-11-15 00:00:00",85,-1,-1,1,1803.88
1803,12,"1803-12-15 00:00:00",80,-1,-1,1,1803.96
1804,1,"1804-1-15 00:00:00",75.5,-1,-1,1,1804.04
1804,2,"1804-2-15 00:00:00",80.5,-1,-1,1,1804.12
1804,3,"1804-3-15 00:00:00",80,-1,-1,1,1804.21
1804,4,"1804-4-15 00:00:00",84.3,-1,-1,1,1804.29
1804,5,"1804-5-15 00:00:00",55.7,-1,-1,1,1804.38
1804,6,"1804-6-15 00:00:00",58,-1,-1,1,1804.46
1804,7,"1804-7-15 00:00:00",49.7,-1,-1,1,1804.54
1804,8,"1804-8-15 00:00:00",71.8,-1,-1,1,1804.62
1804,9,"1804-9-15 00:00:00",88.3,-1,-1,1,1804.71
1804,10,"1804-10-15 00:00:00",103.8,-1,-1,1,1804.79
1804,11,"1804-11-15 00:00:00",101.7,-1,-1,1,1804.88
1804,12,"1804-12-15 00:00:00",100,-1,-1,1,1804.96
1805,1,"1805-1-15 00:00:00",101.7,-1,-1,1,1805.04
1805,2,"1805-2-15 00:00:00",73.5,-1,-1,1,1805.12
1805,3,"1805-3-15 00:00:00",85.7,-1,-1,1,1805.21
1805,4,"1805-4-15 00:00:00",62.5,-1,-1,1,1805.29
1805,5,"1805-5-15 00:00:00",65,-1,-1,1,1805.38
1805,6,"1805-6-15 00:00:00",67.5,-1,-1,1,1805.46
1805,7,"1805-7-15 00:00:00",62.7,-1,-1,1,1805.54
1805,8,"1805-8-15 00:00:00",71.2,-1,-1,1,1805.62
1805,9,"1805-9-15 00:00:00",74,-1,-1,1,1805.71
1805,10,"1805-10-15 00:00:00",49,-1,-1,1,1805.79
1805,11,"1805-11-15 00:00:00",68.3,-1,-1,1,1805.88
1805,12,"1805-12-15 00:00:00",63.8,-1,-1,1,1805.96
1806,1,"1806-1-15 00:00:00",65,-1,-1,1,1806.04
1806,2,"1806-2-15 00:00:00",49.3,-1,-1,1,1806.12
1806,3,"1806-3-15 00:00:00",54.5,-1,-1,1,1806.21
1806,4,"1806-4-15 00:00:00",46.2,-1,-1,1,1806.29
1806,5,"1806-5-15 00:00:00",44,-1,-1,1,1806.38
1806,6,"1806-6-15 00:00:00",42.7,-1,-1,1,1806.46
1806,7,"1806-7-15 00:00:00",50,-1,-1,1,1806.54
1806,8,"1806-8-15 00:00:00",43.8,-1,-1,1,1806.62
1806,9,"1806-9-15 00:00:00",40,-1,-1,1,1806.71
1806,10,"1806-10-15 00:00:00",45,-1,-1,1,1806.79
1806,11,"1806-11-15 00:00:00",41.7,-1,-1,1,1806.88
1806,12,"1806-12-15 00:00:00",40,-1,-1,1,1806.96
1807,1,"1807-1-15 00:00:00",20,-1,-1,1,1807.04
1807,2,"1807-2-15 00:00:00",20.3,-1,-1,1,1807.12
1807,3,"1807-3-15 00:00:00",16,-1,-1,1,1807.21
1807,4,"1807-4-15 00:00:00",39.7,-1,-1,1,1807.29
1807,5,"1807-5-15 00:00:00",16.7,-1,-1,1,1807.38
1807,6,"1807-6-15 00:00:00",20,-1,-1,1,1807.46
1807,7,"1807-7-15 00:00:00",21.2,-1,-1,1,1807.54
1807,8,"1807-8-15 00:00:00",20,-1,-1,1,1807.62
1807,9,"1807-9-15 00:00:00",9.5,-1,-1,1,1807.71
1807,10,"1807-10-15 00:00:00",13.3,-1,-1,1,1807.79
1807,11,"1807-11-15 00:00:00",4.3,-1,-1,1,1807.88
1807,12,"1807-12-15 00:00:00",0,-1,-1,1,1807.96
1808,1,"1808-1-15 00:00:00",0,-1,-1,1,1808.04
1808,2,"1808-2-15 00:00:00",7.5,-1,-1,1,1808.12
1808,3,"1808-3-15 00:00:00",0,-1,-1,1,1808.21
1808,4,"1808-4-15 00:00:00",20.5,-1,-1,1,1808.29
1808,5,"1808-5-15 00:00:00",22.5,-1,-1,1,1808.38
1808,6,"1808-6-15 00:00:00",22.5,-1,-1,1,1808.46
1808,7,"1808-7-15 00:00:00",11.2,-1,-1,1,1808.54
1808,8,"1808-8-15 00:00:00",13.3,-1,-1,1,1808.62
1808,9,"1808-9-15 00:00:00",19.5,-1,-1,1,1808.71
1808,10,"1808-10-15 00:00:00",7.8,-1,-1,1,1808.79
1808,11,"1808-11-15 00:00:00",17.5,-1,-1,1,1808.88
1808,12,"1808-12-15 00:00:00",20.5,-1,-1,1,1808.96
1809,1,"1809-1-15 00:00:00",12,-1,-1,1,1809.04
1809,2,"1809-2-15 00:00:00",15.3,-1,-1,1,1809.12
1809,3,"1809-3-15 00:00:00",1.5,-1,-1,1,1809.21
1809,4,"1809-4-15 00:00:00",4.2,-1,-1,1,1809.29
1809,5,"1809-5-15 00:00:00",3.3,-1,-1,1,1809.38
1809,6,"1809-6-15 00:00:00",12.8,-1,-1,1,1809.46
1809,7,"1809-7-15 00:00:00",0.5,-1,-1,1,1809.54
1809,8,"1809-8-15 00:00:00",0.3,-1,-1,1,1809.62
1809,9,"1809-9-15 00:00:00",0.7,-1,-1,1,1809.71
1809,10,"1809-10-15 00:00:00",0,-1,-1,1,1809.79
1809,11,"1809-11-15 00:00:00",0,-1,-1,1,1809.88
1809,12,"1809-12-15 00:00:00",0,-1,-1,1,1809.96
1810,1,"1810-1-15 00:00:00",0,-1,-1,1,1810.04
1810,2,"1810-2-15 00:00:00",0,-1,-1,1,1810.12
1810,3,"1810-3-15 00:00:00",0,-1,-1,1,1810.21
1810,4,"1810-4-15 00:00:00",0,-1,-1,1,1810.29
1810,5,"1810-5-15 00:00:00",0,-1,-1,1,1810.38
1810,6,"1810-6-15 00:00:00",0,-1,-1,1,1810.46
1810,7,"1810-7-15 00:00:00",0,-1,-1,1,1810.54
1810,8,"1810-8-15 00:00:00",0,-1,-1,1,1810.62
1810,9,"1810-9-15 00:00:00",0,-1,-1,1,1810.71
1810,10,"1810-10-15 00:00:00",0,-1,-1,1,1810.79
1810,11,"1810-11-15 00:00:00",0,-1,-1,1,1810.88
1810,12,"1810-12-15 00:00:00",0,-1,-1,1,1810.96
1811,1,"1811-1-15 00:00:00",0,-1,-1,1,1811.04
1811,2,"1811-2-15 00:00:00",0,-1,-1,1,1811.12
1811,3,"1811-3-15 00:00:00",0,-1,-1,1,1811.21
1811,4,"1811-4-15 00:00:00",0,-1,-1,1,1811.29
1811,5,"1811-5-15 00:00:00",0,-1,-1,1,1811.38
1811,6,"1811-6-15 00:00:00",0,-1,-1,1,1811.46
1811,7,"1811-7-15 00:00:00",11,-1,-1,1,1811.54
1811,8,"1811-8-15 00:00:00",0,-1,-1,1,1811.62
1811,9,"1811-9-15 00:00:00",4,-1,-1,1,1811.71
1811,10,"1811-10-15 00:00:00",10.2,-1,-1,1,1811.79
1811,11,"1811-11-15 00:00:00",1.3,-1,-1,1,1811.88
1811,12,"1811-12-15 00:00:00",1.8,-1,-1,1,1811.96
1812,1,"1812-1-15 00:00:00",18.8,-1,-1,1,1812.04
1812,2,"1812-2-15 00:00:00",3.2,-1,-1,1,1812.12
1812,3,"1812-3-15 00:00:00",1.2,-1,-1,1,1812.21
1812,4,"1812-4-15 00:00:00",0,-1,-1,1,1812.29
1812,5,"1812-5-15 00:00:00",1.7,-1,-1,1,1812.38
1812,6,"1812-6-15 00:00:00",2.2,-1,-1,1,1812.46
1812,7,"1812-7-15 00:00:00",0.8,-1,-1,1,1812.54
1812,8,"1812-8-15 00:00:00",26,-1,-1,1,1812.62
1812,9,"1812-9-15 00:00:00",8.7,-1,-1,1,1812.71
1812,10,"1812-10-15 00:00:00",6.5,-1,-1,1,1812.79
1812,11,"1812-11-15 00:00:00",13.2,-1,-1,1,1812.88
1812,12,"1812-12-15 00:00:00",16.8,-1,-1,1,1812.96
1813,1,"1813-1-15 00:00:00",0,-1,-1,1,1813.04
1813,2,"1813-2-15 00:00:00",17.2,-1,-1,1,1813.12
1813,3,"1813-3-15 00:00:00",3.2,-1,-1,1,1813.21
1813,4,"1813-4-15 00:00:00",27.7,-1,-1,1,1813.29
1813,5,"1813-5-15 00:00:00",9.2,-1,-1,1,1813.38
1813,6,"1813-6-15 00:00:00",18.7,-1,-1,1,1813.46
1813,7,"1813-7-15 00:00:00",30.5,-1,-1,1,1813.54
1813,8,"1813-8-15 00:00:00",14,-1,-1,1,1813.62
1813,9,"1813-9-15 00:00:00",25.5,-1,-1,1,1813.71
1813,10,"1813-10-15 00:00:00",46.3,-1,-1,1,1813.79
1813,11,"1813-11-15 00:00:00",27.8,-1,-1,1,1813.88
1813,12,"1813-12-15 00:00:00",23.8,-1,-1,1,1813.96
1814,1,"1814-1-15 00:00:00",37,-1,-1,1,1814.04
1814,2,"1814-2-15 00:00:00",20,-1,-1,1,1814.12
1814,3,"1814-3-15 00:00:00",9.5,-1,-1,1,1814.21
