"year","month","time","sunspots","sd","no","final","ts"
1814,4,"1814-4-15 00:00:00",39.7,-1,-1,1,1814.29
1814,5,"1814-5-15 00:00:00",9.7,-1,-1,1,1814.38
1814,6,"1814-6-15 00:00:00",24.8,-1,-1,1,1814.46
1814,7,"1814-7-15 00:00:00",30.8,-1,-1,1,1814.54
1814,8,"1814-8-15 00:00:00",3.8,-1,-1,1,1814.62
1814,9,"1814-9-15 00:00:00",13.5,-1,-1,1,1814.71
1814,10,"1814-10-15 00:00:00",32.2,-1,-1,1,1814.79
1814,11,"1814-11-15 00:00:00",24.2,-1,-1,1,1814.88
1814,12,"1814-12-15 00:00:00",33.5,-1,-1,1,1814.96
1815,1,"1815-1-15 00:00:00",32,-1,-1,1,1815.04
1815,2,"1815-2-15 00:00:00",53.7,-1,-1,1,1815.12
1815,3,"1815-3-15 00:00:00",43.7,-1,-1,1,1815.21
1815,4,"1815-4-15 00:00:00",52.7,-1,-1,1,1815.29
1815,5,"1815-5-15 00:00:00",16.3,-1,-1,1,1815.38
1815,6,"1815-6-15 00:00:00",93.2,-1,-1,1,1815.46
1815,7,"1815-7-15 00:00:00",59.2,-1,-1,1,1815.54
1815,8,"1815-8-15 00:00:00",78.7,-1,-1,1,1815.62
1815,9,"1815-9-15 00:00:00",52.5,-1,-1,1,1815.71
1815,10,"1815-10-15 00:00:00",55.8,-1,-1,1,1815.79
1815,11,"1815-11-15 00:00:00",62,-1,-1,1,1815.88
1815,12,"1815-12-15 00:00:00",108.3,-1,-1,1,1815.96
1816,1,"1816-1-15 00:00:00",43.8,-1,-1,1,1816.04
1816,2,"1816-2-15 00:00:00",114.7,-1,-1,1,1816.12
1816,3,"1816-3-15 00:00:00",122.8,-1,-1,1,1816.21
1816,4,"1816-4-15 00:00:00",98,-1,-1,1,1816.29
1816,5,"1816-5-15 00:00:00",73.8,-1,-1,1,1816.38
1816,6,"1816-6-15 00:00:00",72.7,-1,-1,1,1816.46
1816,7,"1816-7-15 00:00:00",64.7,-1,-1,1,1816.54
1816,8,"1816-8-15 00:00:00",38.7,-1,-1,1,1816.62
1816,9,"1816-9-15 00:00:00",79.7,-1,-1,1,1816.71
1816,10,"1816-10-15 00:00:00",94,-1,-1,1,1816.79
1816,11,"1816-11-15 00:00:00",63.5,-1,-1,1,1816.88
1816,12,"1816-12-15 00:00:00",49.8,-1,-1,1,1816.96
1817,1,"1817-1-15 00:00:00",60.7,-1,-1,1,1817.04
1817,2,"1817-2-15 00:00:00",96.5,-1,-1,1,1817.12
1817,3,"1817-3-15 00:00:00",160.3,-1,-1,1,1817.21
1817,4,"1817-4-15 00:00:00",44,-1,-1,1,1817.29
1817,5,"1817-5-15 00:00:00",35.3,-1,-1,1,1817.38
1817,6,"1817-6-15 00:00:00",66.7,-1,-1,1,1817.46
1817,7,"1817-7-15 00:00:00",83.3,-1,-1,1,1817.54
1817,8,"1817-8-15 00:00:00",75,-1,-1,1,1817.62
1817,9,"1817-9-15 00:00:00",61.2,-1,-1,1,1817.71
1817,10,"1817-10-15 00:00:00",42.7,-1,-1,1,1817.79
1817,11,"1817-11-15 00:00:00",48.2,-1,-1,1,1817.88
1817,12,"1817-12-15 00:00:00",47.3,-1,-1,1,1817.96
1818,1,"1818-1-15 00:00:00",58.1,9.7,8,1,1818.04
1818,2,"1818-2-15 00:00:00",37.4,7.8,14,1,1818.12
1818,3,"1818-3-15 00:00:00",42.4,8.3,14,1,1818.21
1818,4,"1818-4-15 00:00:00",57.5,9.6,21,1,1818.29
1818,5,"1818-5-15 00:00:00",88.5,11.9,25,1,1818.38
1818,6,"1818-6-15 00:00:00",60.8,9.9,25,1,1818.46
1818,7,"1818-7-15 00:00:00",46.8,8.7,21,1,1818.54
1818,8,"1818-8-15 00:00:00",52.6,9.2,20,1,1818.62
1818,9,"1818-9-15 00:00:00",43.4,8.3,18,1,1818.71
1818,10,"1818-10-15 00:00:00",52.8,9.2,22,1,1818.79
1818,11,"1818-11-15 00:00:00",18.3,5.5,12,1,1818.88
1818,12,"1818-12-15 00:00:00",43,8.4,13,1,1818.96
1819,1,"1819-1-15 00:00:00",54.7,9.4,12,1,1819.04
1819,2,"1819-2-15 00:00:00",34.6,7.5,10,1,1819.12
1819,3,"1819-3-15 00:00:00",6.3,3.6,23,1,1819.21
1819,4,"1819-4-15 00:00:00",33.7,7.4,23,1,1819.29
1819,5,"1819-5-15 00:00:00",32.6,7.3,31,1,1819.38
1819,6,"1819-6-15 00:00:00",58.3,9.7,23,1,1819.46
1819,7,"1819-7-15 00:00:00",52.5,9.2,15,1,1819.54
1819,8,"1819-8-15 00:00:00",43.5,8.4,24,1,1819.62
1819,9,"1819-9-15 00:00:00",24.8,6.4,27,1,1819.71
1819,10,"1819-10-15 00:00:00",45.9,8.6,22,1,1819.79
1819,11,"1819-11-15 00:00:00",41.8,8.3,19,1,1819.88
1819,12,"1819-12-15 00:00:00",50.9,9.1,20,1,1819.96
1820,1,"1820-1-15 00:00:00",32,7.3,19,1,1820.04
1820,2,"1820-2-15 00:00:00",44.4,8.4,14,1,1820.12
1820,3,"1820-3-15 00:00:00",7.5,3.9,23,1,1820.21
1820,4,"1820-4-15 00:00:00",32.3,7.3,19,1,1820.29
1820,5,"1820-5-15 00:00:00",48.9,8.8,20,1,1820.38
1820,6,"1820-6-15 00:00:00",17.9,5.6,25,1,1820.46
1820,7,"1820-7-15 00:00:00",34.1,7.4,7,1,1820.54
1820,8,"1820-8-15 00:00:00",43.1,8.3,17,1,1820.62
1820,9,"1820-9-15 00:00:00",8.6,4,25,1,1820.71
1820,10,"1820-10-15 00:00:00",14.9,5.2,26,1,1820.79
1820,11,"1820-11-15 00:00:00",13.2,4.8,13,1,1820.88
1820,12,"1820-12-15 00:00:00",15.1,5.2,16,1,1820.96
1821,1,"1821-1-15 00:00:00",36,7.6,8,1,1821.04
1821,2,"1821-2-15 00:00:00",7,3.8,24,1,1821.12
1821,3,"1821-3-15 00:00:00",9.5,4.2,29,1,1821.21
1821,4,"1821-4-15 00:00:00",15.2,5.2,18,1,1821.29
1821,5,"1821-5-15 00:00:00",2.8,2.8,31,1,1821.38
1821,6,"1821-6-15 00:00:00",3,2.9,29,1,1821.46
1821,7,"1821-7-15 00:00:00",4.3,3.2,24,1,1821.54
1821,8,"1821-8-15 00:00:00",8,3.9,26,1,1821.62
1821,9,"1821-9-15 00:00:00",7.3,3.9,29,1,1821.71
1821,10,"1821-10-15 00:00:00",31.4,7.2,28,1,1821.79
1821,11,"1821-11-15 00:00:00",7.3,3.9,27,1,1821.88
1821,12,"1821-12-15 00:00:00",0.4,2.1,31,1,1821.96
1822,1,"1822-1-15 00:00:00",0,2,31,1,1822.04
1822,2,"1822-2-15 00:00:00",1.5,2.5,28,1,1822.12
1822,3,"1822-3-15 00:00:00",26.9,6.6,28,1,1822.21
1822,4,"1822-4-15 00:00:00",21.7,6,26,1,1822.29
1822,5,"1822-5-15 00:00:00",2.4,2.8,30,1,1822.38
1822,6,"1822-6-15 00:00:00",9.3,4.2,29,1,1822.46
1822,7,"1822-7-15 00:00:00",13.2,4.9,29,1,1822.54
1822,8,"1822-8-15 00:00:00",3.4,3,31,1,1822.62
1822,9,"1822-9-15 00:00:00",0,2,30,1,1822.71
1822,10,"1822-10-15 00:00:00",0.6,2.2,31,1,1822.79
1822,11,"1822-11-15 00:00:00",0,2,30,1,1822.88
1822,12,"1822-12-15 00:00:00",0,2,30,1,1822.96
1823,1,"1823-1-15 00:00:00",0,2,31,1,1823.04
1823,2,"1823-2-15 00:00:00",0,2,28,1,1823.12
1823,3,"1823-3-15 00:00:00",1,2.3,29,1,1823.21
1823,4,"1823-4-15 00:00:00",0,2,30,1,1823.29
1823,5,"1823-5-15 00:00:00",0,2,25,1,1823.38
1823,6,"1823-6-15 00:00:00",0,2,23,1,1823.46
1823,7,"1823-7-15 00:00:00",0.8,2.2,24,1,1823.54
1823,8,"1823-8-15 00:00:00",0,2,27,1,1823.62
1823,9,"1823-9-15 00:00:00",0,2,27,1,1823.71
1823,10,"1823-10-15 00:00:00",0,2,20,1,1823.79
1823,11,"1823-11-15 00:00:00",0,2,20,1,1823.88
1823,12,"1823-12-15 00:00:00",34,7.4,18,1,1823.96
1824,1,"1824-1-15 00:00:00",36,7.6,3,1,1824.04
1824,2,"1824-2-15 00:00:00",18,4.8,0,1,1824.12
1824,3,"1824-3-15 00:00:00",0,2,21,1,1824.21
1824,4,"1824-4-15 00:00:00",32.3,7.2,8,1,1824.29
1824,5,"1824-5-15 00:00:00",4.6,3.3,19,1,1824.38
1824,6,"1824-6-15 00:00:00",0,2,25,1,1824.46
1824,7,"1824-7-15 00:00:00",0,2,21,1,1824.54
1824,8,"1824-8-15 00:00:00",2.3,2.7,15,1,1824.62
1824,9,"1824-9-15 00:00:00",34.3,7.5,19,1,1824.71
1824,10,"1824-10-15 00:00:00",42,8.2,25,1,1824.79
1824,11,"1824-11-15 00:00:00",0,2,18,1,1824.88
1824,12,"1824-12-15 00:00:00",1.4,2.4,20,1,1824.96
1825,1,"1825-1-15 00:00:00",8.4,4.1,29,1,1825.04
1825,2,"1825-2-15 00:00:00",25.9,6.6,24,1,1825.12
1825,3,"1825-3-15 00:00:00",37.4,7.8,27,1,1825.21
1825,4,"1825-4-15 00:00:00",6.2,3.6,25,1,1825.29
1825,5,"1825-5-15 00:00:00",25.8,6.4,25,1,1825.38
1825,6,"1825-6-15 00:00:00",25.6,6.5,28,1,1825.46
1825,7,"1825-7-15 00:00:00",51.5,9.1,30,1,1825.54
1825,8,"1825-8-15 00:00:00",42.8,8.3,30,1,1825.62
1825,9,"1825-9-15 00:00:00",26.2,6.6,26,1,1825.71
1825,10,"1825-10-15 00:00:00",26,6.6,25,1,1825.79
1825,11,"1825-11-15 00:00:00",19.6,5.7,18,1,1825.88
1825,12,"1825-12-15 00:00:00",36.7,7.7,23,1,1825.96
1826,1,"1826-1-15 00:00:00",29.4,6.9,21,1,1826.04
1826,2,"1826-2-15 00:00:00",30.2,7,25,1,1826.12
1826,3,"1826-3-15 00:00:00",61.3,9.9,28,1,1826.21
1826,4,"1826-4-15 00:00:00",40,8.1,27,1,1826.29
1826,5,"1826-5-15 00:00:00",53.9,9.3,30,1,1826.38
1826,6,"1826-6-15 00:00:00",61.7,10,29,1,1826.46
1826,7,"1826-7-15 00:00:00",87.5,11.9,30,1,1826.54
1826,8,"1826-8-15 00:00:00",66,10.4,31,1,1826.62
1826,9,"1826-9-15 00:00:00",31.6,7.2,30,1,1826.71
1826,10,"1826-10-15 00:00:00",84.4,11.6,28,1,1826.79
1826,11,"1826-11-15 00:00:00",65.8,10.3,22,1,1826.88
1826,12,"1826-12-15 00:00:00",113.6,13.5,19,1,1826.96
1827,1,"1827-1-15 00:00:00",57.7,9.7,23,1,1827.04
1827,2,"1827-2-15 00:00:00",79,11.3,25,1,1827.12
1827,3,"1827-3-15 00:00:00",96.3,12.4,28,1,1827.21
1827,4,"1827-4-15 00:00:00",76.7,11.1,27,1,1827.29
1827,5,"1827-5-15 00:00:00",93.8,12.3,30,1,1827.38
1827,6,"1827-6-15 00:00:00",94.4,12.3,26,1,1827.46
1827,7,"1827-7-15 00:00:00",70.4,10.6,31,1,1827.54
1827,8,"1827-8-15 00:00:00",89.4,12,29,1,1827.62
1827,9,"1827-9-15 00:00:00",82.6,11.5,30,1,1827.71
1827,10,"1827-10-15 00:00:00",93.5,12.2,27,1,1827.79
1827,11,"1827-11-15 00:00:00",80.4,11.4,20,1,1827.88
1827,12,"1827-12-15 00:00:00",76.8,11.1,25,1,1827.96
1828,1,"1828-1-15 00:00:00",88,11.9,18,1,1828.04
1828,2,"1828-2-15 00:00:00",107.3,13.1,22,1,1828.12
1828,3,"1828-3-15 00:00:00",108.5,13.2,24,1,1828.21
1828,4,"1828-4-15 00:00:00",101.9,12.8,29,1,1828.29
1828,5,"1828-5-15 00:00:00",148.6,15.5,27,1,1828.38
1828,6,"1828-6-15 00:00:00",163.4,16.2,26,1,1828.46
1828,7,"1828-7-15 00:00:00",90.4,12,31,1,1828.54
1828,8,"1828-8-15 00:00:00",127.3,14.3,31,1,1828.62
1828,9,"1828-9-15 00:00:00",83.9,11.6,30,1,1828.71
1828,10,"1828-10-15 00:00:00",91.1,12.1,26,1,1828.79
1828,11,"1828-11-15 00:00:00",95,12.3,22,1,1828.88
1828,12,"1828-12-15 00:00:00",78.1,11.2,15,1,1828.96
1829,1,"1829-1-15 00:00:00",71.6,10.7,14,1,1829.04
1829,2,"1829-2-15 00:00:00",82.3,11.5,20,1,1829.12
1829,3,"1829-3-15 00:00:00",120.6,13.9,26,1,1829.21
1829,4,"1829-4-15 00:00:00",158.4,15.9,29,1,1829.29
1829,5,"1829-5-15 00:00:00",112.3,13.4,29,1,1829.38
1829,6,"1829-6-15 00:00:00",123.2,14.1,28,1,1829.46
1829,7,"1829-7-15 00:00:00",151.5,15.6,28,1,1829.54
1829,8,"1829-8-15 00:00:00",129.3,14.4,27,1,1829.62
1829,9,"1829-9-15 00:00:00",88,11.9,26,1,1829.71
1829,10,"1829-10-15 00:00:00",95.3,12.4,23,1,1829.79
1829,11,"1829-11-15 00:00:00",112.7,13.4,19,1,1829.88
1829,12,"1829-12-15 00:00:00",94.1,12.3,22,1,1829.96
1830,1,"1830-1-15 00:00:00",87,11.8,17,1,1830.04
1830,2,"1830-2-15 00:00:00",120.1,13.9,18,1,1830.12
1830,3,"1830-3-15 00:00:00",141,15.1,20,1,1830.21
1830,4,"1830-4-15 00:00:00",177.3,16.9,26,1,1830.29
1830,5,"1830-5-15 00:00:00",110.5,13.3,28,1,1830.38
1830,6,"1830-6-15 00:00:00",108.4,13.2,27,1,1830.46
1830,7,"1830-7-15 00:00:00",73.2,10.8,26,1,1830.54
1830,8,"1830-8-15 00:00:00",84.6,11.7,25,1,1830.62
1830,9,"1830-9-15 00:00:00",103.4,12.9,24,1,1830.71
1830,10,"1830-10-15 00:00:00",140.6,15,25,1,1830.79
1830,11,"1830-11-15 00:00:00",135.4,14.7,19,1,1830.88
1830,12,"1830-12-15 00:00:00",136.8,14.8,13,1,1830.96
1831,1,"1831-1-15 00:00:00",79,11.3,22,1,1831.04
1831,2,"1831-2-15 00:00:00",83.6,11.6,21,1,1831.12
1831,3,"1831-3-15 00:00:00",155.8,15.8,25,1,1831.21
1831,4,"1831-4-15 00:00:00",90.9,12.1,27,1,1831.29
1831,5,"1831-5-15 00:00:00",63.4,10.1,31,1,1831.38
1831,6,"1831-6-15 00:00:00",55.6,9.4,27,1,1831.46
1831,7,"1831-7-15 00:00:00",75.4,11,29,1,1831.54
1831,8,"1831-8-15 00:00:00",91.6,12.1,28,1,1831.62
1831,9,"1831-9-15 00:00:00",63.2,10.1,22,1,1831.71
1831,10,"1831-10-15 00:00:00",77.1,11.1,23,1,1831.79
1831,11,"1831-11-15 00:00:00",72.5,10.8,15,1,1831.88
1831,12,"1831-12-15 00:00:00",48.3,8.8,15,1,1831.96
1832,1,"1832-1-15 00:00:00",51.5,9.1,11,1,1832.04
1832,2,"1832-2-15 00:00:00",92.6,12.2,23,1,1832.12
1832,3,"1832-3-15 00:00:00",91.9,12.1,21,1,1832.21
1832,4,"1832-4-15 00:00:00",44.8,8.5,27,1,1832.29
1832,5,"1832-5-15 00:00:00",68.9,10.5,28,1,1832.38
1832,6,"1832-6-15 00:00:00",44.5,8.4,22,1,1832.46
1832,7,"1832-7-15 00:00:00",23.3,6.2,25,1,1832.54
1832,8,"1832-8-15 00:00:00",14.8,5.1,31,1,1832.62
1832,9,"1832-9-15 00:00:00",13.7,4.9,29,1,1832.71
1832,10,"1832-10-15 00:00:00",35.2,7.5,25,1,1832.79
1832,11,"1832-11-15 00:00:00",23.8,6.2,18,1,1832.88
1832,12,"1832-12-15 00:00:00",45.8,8.6,17,1,1832.96
1833,1,"1833-1-15 00:00:00",18.7,5.7,22,1,1833.04
1833,2,"1833-2-15 00:00:00",24.9,6.5,21,1,1833.12
1833,3,"1833-3-15 00:00:00",19.6,5.8,19,1,1833.21
1833,4,"1833-4-15 00:00:00",4.6,3.3,27,1,1833.29
1833,5,"1833-5-15 00:00:00",21.5,6,28,1,1833.38
1833,6,"1833-6-15 00:00:00",1.7,2.5,30,1,1833.46
1833,7,"1833-7-15 00:00:00",11.6,4.6,27,1,1833.54
1833,8,"1833-8-15 00:00:00",9.5,4.2,30,1,1833.62
1833,9,"1833-9-15 00:00:00",19.3,5.8,16,1,1833.71
1833,10,"1833-10-15 00:00:00",12.5,4.7,29,1,1833.79
1833,11,"1833-11-15 00:00:00",9.8,4.2,24,1,1833.88
1833,12,"1833-12-15 00:00:00",16.6,5.3,19,1,1833.96
1834,1,"1834-1-15 00:00:00",8.2,4,11,1,1834.04
1834,2,"1834-2-15 00:00:00",30.1,7,20,1,1834.12
1834,3,"1834-3-15 00:00:00",6.5,3.7,24,1,1834.21
1834,4,"1834-4-15 00:00:00",2.4,2.7,25,1,1834.29
1834,5,"1834-5-15 00:00:00",14.8,5,30,1,1834.38
1834,6,"1834-6-15 00:00:00",13.1,4.8,28,1,1834.46
1834,7,"1834-7-15 00:00:00",14.4,5,22,1,1834.54
1834,8,"1834-8-15 00:00:00",6.6,3.7,29,1,1834.62
1834,9,"1834-9-15 00:00:00",19.2,5.6,21,1,1834.71
1834,10,"1834-10-15 00:00:00",41.3,8.2,20,1,1834.79
1834,11,"1834-11-15 00:00:00",50.9,9.1,15,1,1834.88
1834,12,"1834-12-15 00:00:00",57.5,9.6,15,1,1834.96
1835,1,"1835-1-15 00:00:00",12.4,4.7,22,1,1835.04
1835,2,"1835-2-15 00:00:00",40.7,8.1,15,1,1835.12
1835,3,"1835-3-15 00:00:00",32.7,7.3,18,1,1835.21
1835,4,"1835-4-15 00:00:00",102.4,12.8,14,1,1835.29
1835,5,"1835-5-15 00:00:00",72.6,10.8,22,1,1835.38
1835,6,"1835-6-15 00:00:00",55.2,9.4,17,1,1835.46
1835,7,"1835-7-15 00:00:00",99.6,12.7,13,1,1835.54
1835,8,"1835-8-15 00:00:00",98.5,12.6,2,1,1835.62
1835,9,"1835-9-15 00:00:00",168,16.4,11,1,1835.71
1835,10,"1835-10-15 00:00:00",158.6,16,16,1,1835.79
1835,11,"1835-11-15 00:00:00",166.7,16.4,15,1,1835.88
1835,12,"1835-12-15 00:00:00",129.3,14.4,8,1,1835.96
1836,1,"1836-1-15 00:00:00",147.6,15.4,17,1,1836.04
1836,2,"1836-2-15 00:00:00",179.4,17,14,1,1836.12
1836,3,"1836-3-15 00:00:00",163.7,16.2,12,1,1836.21
1836,4,"1836-4-15 00:00:00",238,19.6,16,1,1836.29
1836,5,"1836-5-15 00:00:00",185.7,17.3,23,1,1836.38
1836,6,"1836-6-15 00:00:00",207.9,18.3,15,1,1836.46
1836,7,"1836-7-15 00:00:00",194.6,17.7,15,1,1836.54
1836,8,"1836-8-15 00:00:00",179.6,17,16,1,1836.62
1836,9,"1836-9-15 00:00:00",158.5,16,12,1,1836.71
1836,10,"1836-10-15 00:00:00",228.9,19.2,11,1,1836.79
1836,11,"1836-11-15 00:00:00",201.5,18,11,1,1836.88
1836,12,"1836-12-15 00:00:00",343.8,23.5,4,1,1836.96
1837,1,"1837-1-15 00:00:00",313.4,22.4,10,1,1837.04
1837,2,"1837-2-15 00:00:00",292.6,21.7,13,1,1837.12
1837,3,"1837-3-15 00:00:00",224.3,19,12,1,1837.21
1837,4,"1837-4-15 00:00:00",230.3,19.2,10,1,1837.29
1837,5,"1837-5-15 00:00:00",186.1,17.3,15,1,1837.38
1837,6,"1837-6-15 00:00:00",263.4,20.6,18,1,1837.46
1837,7,"1837-7-15 00:00:00",271.2,20.9,9,1,1837.54
1837,8,"1837-8-15 00:00:00",223.5,18.9,11,1,1837.62
1837,9,"1837-9-15 00:00:00",160.4,16.1,19,1,1837.71
1837,10,"1837-10-15 00:00:00",206.2,18.2,18,1,1837.79
1837,11,"1837-11-15 00:00:00",178.4,16.9,7,1,1837.88
1837,12,"1837-12-15 00:00:00",216.1,18.6,8,1,1837.96
1838,1,"1838-1-15 00:00:00",241.5,19.7,11,1,1838.04
1838,2,"1838-2-15 00:00:00",141.3,15.1,18,1,1838.12
1838,3,"1838-3-15 00:00:00",234.5,19.4,12,1,1838.21
1838,4,"1838-4-15 00:00:00",211.1,18.4,16,1,1838.29
1838,5,"1838-5-15 00:00:00",229.4,19.2,20,1,1838.38
1838,6,"1838-6-15 00:00:00",157.6,15.9,19,1,1838.46
1838,7,"1838-7-15 00:00:00",180.4,17,21,1,1838.54
1838,8,"1838-8-15 00:00:00",131.3,14.5,15,1,1838.62
1838,9,"1838-9-15 00:00:00",122.7,14,23,1,1838.71
1838,10,"1838-10-15 00:00:00",151.5,15.6,16,1,1838.79
1838,11,"1838-11-15 00:00:00",129.2,14.4,16,1,1838.88
1838,12,"1838-12-15 00:00:00",132.9,14.6,14,1,1838.96
1839,1,"1839-1-15 00:00:00",175.9,16.8,15,1,1839.04
1839,2,"1839-2-15 00:00:00",170.8,16.6,12,1,1839.12
1839,3,"1839-3-15 00:00:00",129.5,14.4,15,1,1839.21
1839,4,"1839-4-15 00:00:00",102.9,12.9,14,1,1839.29
1839,5,"1839-5-15 00:00:00",89.6,12,22,1,1839.38
1839,6,"1839-6-15 00:00:00",91.2,12.1,20,1,1839.46
1839,7,"1839-7-15 00:00:00",141.3,15.1,25,1,1839.54
1839,8,"1839-8-15 00:00:00",218.8,18.7,17,1,1839.62
1839,9,"1839-9-15 00:00:00",221.1,18.8,18,1,1839.71
1839,10,"1839-10-15 00:00:00",151.5,15.6,16,1,1839.79
1839,11,"1839-11-15 00:00:00",114.7,13.6,11,1,1839.88
1839,12,"1839-12-15 00:00:00",106.2,13.1,9,1,1839.96
1840,1,"1840-1-15 00:00:00",135.4,14.7,18,1,1840.04
1840,2,"1840-2-15 00:00:00",146.1,15.3,14,1,1840.12
1840,3,"1840-3-15 00:00:00",112.9,13.5,18,1,1840.21
1840,4,"1840-4-15 00:00:00",109.8,13.3,21,1,1840.29
1840,5,"1840-5-15 00:00:00",115.4,13.6,22,1,1840.38
1840,6,"1840-6-15 00:00:00",80.9,11.4,27,1,1840.46
1840,7,"1840-7-15 00:00:00",101,12.7,23,1,1840.54
1840,8,"1840-8-15 00:00:00",96.4,12.4,24,1,1840.62
1840,9,"1840-9-15 00:00:00",123.3,14.1,20,1,1840.71
1840,10,"1840-10-15 00:00:00",91.7,12.1,19,1,1840.79
1840,11,"1840-11-15 00:00:00",90.4,12,20,1,1840.88
1840,12,"1840-12-15 00:00:00",89.5,12,22,1,1840.96
1841,1,"1841-1-15 00:00:00",40.1,8.1,15,1,1841.04
1841,2,"1841-2-15 00:00:00",49.9,8.9,20,1,1841.12
1841,3,"1841-3-15 00:00:00",49.6,8.9,22,1,1841.21
1841,4,"1841-4-15 00:00:00",66.9,10.4,28,1,1841.29
1841,5,"1841-5-15 00:00:00",112.4,13.5,27,1,1841.38
1841,6,"1841-6-15 00:00:00",92.8,12.2,24,1,1841.46
1841,7,"1841-7-15 00:00:00",51.4,9.1,27,1,1841.54
1841,8,"1841-8-15 00:00:00",65.4,10.3,28,1,1841.62
1841,9,"1841-9-15 00:00:00",60.9,9.9,28,1,1841.71
1841,10,"1841-10-15 00:00:00",47.4,8.7,19,1,1841.79
1841,11,"1841-11-15 00:00:00",32.9,7.3,20,1,1841.88
1841,12,"1841-12-15 00:00:00",64.8,10.2,19,1,1841.96
1842,1,"1842-1-15 00:00:00",34,7.5,20,1,1842.04
1842,2,"1842-2-15 00:00:00",36.8,7.8,22,1,1842.12
1842,3,"1842-3-15 00:00:00",36.2,7.7,25,1,1842.21
1842,4,"1842-4-15 00:00:00",44.9,8.5,30,1,1842.29
1842,5,"1842-5-15 00:00:00",41.4,8.2,31,1,1842.38
1842,6,"1842-6-15 00:00:00",34.2,7.4,30,1,1842.46
1842,7,"1842-7-15 00:00:00",21,6,31,1,1842.54
1842,8,"1842-8-15 00:00:00",44.4,8.5,31,1,1842.62
1842,9,"1842-9-15 00:00:00",30.6,7.1,28,1,1842.71
1842,10,"1842-10-15 00:00:00",63.5,10.1,23,1,1842.79
1842,11,"1842-11-15 00:00:00",67.5,10.4,25,1,1842.88
1842,12,"1842-12-15 00:00:00",29.3,6.9,15,1,1842.96
1843,1,"1843-1-15 00:00:00",22.2,6.1,22,1,1843.04
1843,2,"1843-2-15 00:00:00",5.9,3.5,14,1,1843.12
1843,3,"1843-3-15 00:00:00",13.9,5,29,1,1843.21
1843,4,"1843-4-15 00:00:00",15.8,5.2,29,1,1843.29
1843,5,"1843-5-15 00:00:00",35.1,7.6,30,1,1843.38
1843,6,"1843-6-15 00:00:00",17.6,5.4,30,1,1843.46
1843,7,"1843-7-15 00:00:00",15.9,5.2,31,1,1843.54
1843,8,"1843-8-15 00:00:00",19.6,5.8,31,1,1843.62
1843,9,"1843-9-15 00:00:00",6.9,3.7,30,1,1843.71
1843,10,"1843-10-15 00:00:00",8.9,4.1,31,1,1843.79
1843,11,"1843-11-15 00:00:00",31.7,7.2,27,1,1843.88
1843,12,"1843-12-15 00:00:00",21.2,6,16,1,1843.96
1844,1,"1844-1-15 00:00:00",15.7,5.2,24,1,1844.04
1844,2,"1844-2-15 00:00:00",24.5,6.4,22,1,1844.12
1844,3,"1844-3-15 00:00:00",22.5,6.1,21,1,1844.21
1844,4,"1844-4-15 00:00:00",34.6,7.5,28,1,1844.29
1844,5,"1844-5-15 00:00:00",19.2,5.7,25,1,1844.38
1844,6,"1844-6-15 00:00:00",6.2,3.6,29,1,1844.46
1844,7,"1844-7-15 00:00:00",35.2,7.6,29,1,1844.54
1844,8,"1844-8-15 00:00:00",39.7,8.1,28,1,1844.62
1844,9,"1844-9-15 00:00:00",11.6,4.7,27,1,1844.71
1844,10,"1844-10-15 00:00:00",35.9,7.7,25,1,1844.79
1844,11,"1844-11-15 00:00:00",17.9,5.6,16,1,1844.88
1844,12,"1844-12-15 00:00:00",36,7.6,20,1,1844.96
1845,1,"1845-1-15 00:00:00",42.8,8.3,17,1,1845.04
1845,2,"1845-2-15 00:00:00",72.8,10.8,17,1,1845.12
1845,3,"1845-3-15 00:00:00",72.1,10.8,22,1,1845.21
1845,4,"1845-4-15 00:00:00",95,12.3,25,1,1845.29
1845,5,"1845-5-15 00:00:00",79.7,11.3,27,1,1845.38
1845,6,"1845-6-15 00:00:00",51.8,9.2,25,1,1845.46
1845,7,"1845-7-15 00:00:00",51,9.1,24,1,1845.54
1845,8,"1845-8-15 00:00:00",53.9,9.3,27,1,1845.62
1845,9,"1845-9-15 00:00:00",49.3,9,26,1,1845.71
1845,10,"1845-10-15 00:00:00",67.8,10.4,19,1,1845.79
1845,11,"1845-11-15 00:00:00",65.7,10.3,23,1,1845.88
1845,12,"1845-12-15 00:00:00",99.5,12.6,13,1,1845.96
1846,1,"1846-1-15 00:00:00",64.6,10.2,19,1,1846.04
1846,2,"1846-2-15 00:00:00",84.9,11.7,21,1,1846.12
1846,3,"1846-3-15 00:00:00",106.5,13.1,22,1,1846.21
1846,4,"1846-4-15 00:00:00",115.5,13.6,19,1,1846.29
1846,5,"1846-5-15 00:00:00",99.9,12.7,21,1,1846.38
1846,6,"1846-6-15 00:00:00",108.4,13.2,28,1,1846.46
1846,7,"1846-7-15 00:00:00",77.5,11.1,26,1,1846.54
1846,8,"1846-8-15 00:00:00",91.3,12.1,26,1,1846.62
1846,9,"1846-9-15 00:00:00",178.6,16.9,23,1,1846.71
1846,10,"1846-10-15 00:00:00",93.4,12.2,16,1,1846.79
1846,11,"1846-11-15 00:00:00",100.6,12.7,16,1,1846.88
1846,12,"1846-12-15 00:00:00",109.1,13.2,10,1,1846.96
